MealId,Name,Rating,Description,PreparationTime,CookTime,Instructions,Yield,YieldUnitId,Servings,Ethnicity,Source,Type,ChillTime
400,Pita Chips,0,Serve with Spicy Cheese Spread,12:20:00 AM,12:30:00 AM,Separate each bread round into 2 pieces.  Cut each piece into 8 wedges.  Place in a large heavy-duty ziploc bag.  Combine butter and other ingredients.  Drizzle over wedges.  Close bag and shake.  Place wedges on ungreased baking sheets.  Bake at 300° for 30 minutes or until crisp.  Cool completely.,,,,American,Recipe Box,Appetizer,
401,Lump Soup,5,,12:30:00 AM,12:20:00 AM,"Add potatoes, onions, salt and celery in a dutch oven.  Cover with water and cook until tender.  Mix together flour, salt and egg.  Drop lumps on potatoes and simmer.  Add butter and milk.  Heat through.",,,3,American,Mom Armstrong,Soup,
402,Vegetable Cheese Soup,0,,12:10:00 AM,12:20:00 AM,"Place veggies and broth in a large sauce pan.  Cover and bring to a boil on medium-high heat.  Reduce heat to low and simmer for 10 minutes or until vegetables are tender.  Mash veggies with potato masher to desired consistency.  Stir in cheese.  Cook for 5 minutes or until cheese is melted and soup is heated through, stirring frequently.",6,cups,,American,Recipe Box,Soup,
403,Carrot Soup,0,,12:20:00 AM,12:30:00 AM,"Saute onion in butter in a Dutch oven until tender.  Add remaining ingredients.  Bring to a boil.  Reduce heat, cover and simmer for 30 minutes, stirring occasionally.  Remove from heat.  Cool for 10 minutes.  Pour half of soup into electric blender.  Blend until smooth.  Repeat with remaining soup.  ",2,quarts,,American,Recipe Box,Soup,
404,Tortellini Alfredo,0,,12:20:00 AM,12:20:00 AM,"Pour broth and water into large saucepan.  Stir.  Bring to boil on medium-high heat.  Add tortellini.  Reduce heat to medium-low.  Cover.  Simmer for 8-9 minutes or until tortellini is tender.  Add cream cheese and peas.  Stir.  Heat for 2-3 minutes or until cheese is completely melted, stirring occasionally.  Stir in shredded cheese and bacon.",,,6,American,Recipe Box,Soup,
405,Artichoke Soup,0,,12:20:00 AM,12:20:00 AM,"Saute onions in butter in a large saucepan until tender.  Add flour and cook 1 minute, stirring constantly.  Gradually stir in chicken broth and cook until thickened, stirring constantly.  Stir in artichoke hearts with liquid and white pepper.  Cook until thoroughly heated.  Sprinkle with fresh parsley.",3,cups,,American,Recipe Box,Soup,
406,"Bacon, Cheese and Potato Chowder",0,,12:20:00 AM,12:25:00 AM,"Mix milk and soup in large saucepan.  Stir in hash browns.  Bring to a boil on high heat, stirring occasionally.  Reduce heat to medium-low.  Simmer 10 minutes stirring frequently.  Ladle into 6 bowls.  Top evenly with cheese, bacon and onions.",,,6,American,Recipe Box,Soup,
407,Baked Potato Soup,0,,12:20:00 AM,01:20:00 AM,"Bake potatoes at 350° for 65-75 minutes or until tender; cool completely.  Peel and cube.  In a large saucepan, melt butter; stir in flour, salt and pepper until smooth.  Gradually add milk.  Bring to a boil; cook and stir for 2 minutes or until thickened.  Remove from the heat; whisk in sour cream.  Add potatoes and green onions.  Garnish with bacon and cheese.",,,10,American,Recipe Box,Soup,
408,Chocolate Glaze,0,,12:05:00 AM,,Microwave cool whip and chocolate in medium bowl on high for 1 minute.  Stir.  Microwave for 30 seconds to 1 minute more until chocolate is melted and mixture is shiny and smooth.  Store in fridge.  Reheat for 1-2 minutes.,1,cups,,American,Recipe Box,Dip,
409,Cream Cheese Frosting,0,To frost pumpkin bars,12:10:00 AM,,Blend all ingredients together until smooth.  Spread on cooled bars.,,,,American,Recipe Box,Frosting,
410,Coca-Cola Cake,0,Use with Coca-cola Frosting,12:20:00 AM,12:35:00 AM,"Combine coca-cola and buttermilk; set aside.  Beat butter at low speed with an electric mixer until creamy.  Gradually add sugar; beat until blended.  Add egg and vanilla' beat at low speed until blended.  Combine flour, cocoa and soda.  Add to butter mixture alternately with cola mixture; begin and end with flour mixture.  Beat at low speed just until blended.  Stir in marshmallows.  Pour batter into a greased and floured 13""x9""x2"" baking dish.  Bake at 350° for 30-35 minutes.  Remove from oven.  Cool 10 minutes.  Pour coca-cola frosting over warm cake.",,,12,American,Recipe Box,Dessert,
411,Coca-Cola Frosting,0,,12:15:00 AM,,"Bring butter, cola and cocoa to a boil in a large saucepan over medium heat, stirring until butter melts.  Remove from heat.  Whisk in sugar and vanilla.",2,cups,,American,Recipe Box,Frosting,
412,Orange Chicken,0,,12:15:00 AM,06:00:00 AM,Toss chicken with flour in slow cooker.  Stir in all remaining ingredients.  Cover with lid.  Cook on low for 6 to 8 hours or 3 to 4 on high.,,,4,American,Recipe Box,Slow Cooker,
413,Barbecue Pork Sandwiches,0,,12:20:00 AM,08:00:00 AM,Place meat in slow cooker.  Top with onions and sauce.  Cover with lid.  Cook on low for 8-10 hours (or high for 4-5).  Remove meat from slow cooker.  Cut off and discard fat.  Shred meat using 2 forks.  Return meat to slow cooker.  Stir until evenly coated with sauce.  Fill rolls with meat and cheese just before serving.,,,8,American,Recipe Box,Slow Cooker,
414,Slow-Cooker Spaghetti Sauce,0,,12:20:00 AM,07:00:00 AM,"In a skillet, cook beef and onion over medium heat until meat is no longer pink; drain.  Transfer to a slow cooker.  Add next 10 ingredients.  Cover and cook on low for 7 to 8 hours or until heated through.  Discard bay leaf.  Serve over spaghetti.",,,6,American,Recipe Box,Slow Cooker,
415,Baked Potato Bar,0,,12:10:00 AM,06:00:00 AM,Pierce potatoes with fork.  Place potatoes and oil in large plastic food-storage bag; toss to coat with oil.  Sprinkle with salt and pepper.  Wrap potatoes individually in aluminum foil.  Place in 5 to 6-quart slow cooker.  Cover and cook on low heat setting for 6-8 hours or until potatoes are tender.  Serve with toppings.,,,12,American,Recipe Box,Slow Cooker,
416,Barbecue Short Ribs,0,,12:20:00 AM,06:00:00 AM,Place ribs in slow cooker.  Top with onions.  Mix remaining ingredients.  Pour over meat.  Cover with lid.  Cook on low for 6-8 hours (or high for 3-4 hours).  Remove ribs.  Cover to keep warm.  Skim excess fat from sauce.  Return ribs.  Stir gentrly until evenly coated.,,,8,American,Recipe Box,Slow Cooker,
417,Wild Rice Soup,0,,12:20:00 AM,06:00:00 AM,"Heat oil in 10"" skillet over medium heat.  Cook onion in oil about 4 minutes, stirring occasionally until tender.  Place onion, carrots, turkey, rice, tarragon and pepper in 3-1/2 to 6 quart slow cooker.  Pour broth over top.  Cover and cook on low heat setting for 6-8 hours or until rice and vegetables are tender.  Mix milk and flour; stir into soup.  Cover and cook about 20 minutes or until thickened.  Stir in peas during the last 15 minutes of cooking.",,,6,American,Recipe Box,Slow Cooker,
418,Chili,0,,12:20:00 AM,06:00:00 AM,"Cook beef in 12"" skillet over medium heat, stirring occasionally until brown; drain.  Mix beef and remaining ingredients except beans in 3-1/2 to 6 quart slow cooker.  Cover and cook on low heat setting for 6 to 8 hours (or high heat for 3-4 hours) or until onion is tender.  Stir in beans.  Cover and cook on high heat setting for 15-20 minutes or until slightly thickened.",,,8,American,Recipe Box,Slow Cooker,
419,Steak and Potato Soup,0,,12:20:00 AM,08:00:00 AM,"Remove excess fat from beef.  Cut beef into 1""x1/4"" pieces.  Mix beef and remaining ingredients except water and flour in 5 quart slow cooker.  Cover and cook on low heat setting 8-9 hours or until beef and vegetables are tender.  Mix water and flour; gradually stir into soup until blended.  Cover and cook on high heat setting about 30 minutes or until slightly thickened.",,,9,American,Recipe Box,Slow Cooker,
420,Vegetable Beef Soup,0,,12:10:00 AM,06:00:00 AM,Combine all ingredients in slow cooker.  Cover.  Cook on high for 3 hours and then on low for 3 to 4 hours.,,,4,American,Recipe Box,Slow Cooker,
421,Pork Chops in Gravy,0,,12:10:00 AM,08:00:00 AM,Put chops in slow cooker.  Combine remaining ingredients.  Pour over chops.  Cover.  Cook on high for 3-4 hours or on low for 8-10 hours.,,,4,American,Recipe Box,Slow Cooker,
422,Pot Roast,0,,12:20:00 AM,08:00:00 AM,"Heat oil in 12"" skillet over medium heat.  Cook beef in oil until brown on all sides.  Place potatoes, carrots and onions in 4-6 quart slow cooker.  Place beef on vegetables.  Mix horseradish, salt, pepper and water; pour over beef.  Cover and cook on low heat setting for 8-10 hours or until beef and vegetables are tender.  Remove beef and vegetables to warm platter; keep warm.  Make gravy.",,,8,American,Recipe Box,Slow Cooker,
423,Pork Chops and Gravy,0,,12:10:00 AM,06:00:00 AM,"Season pork chops with salt and pepper.  Brown in oil.  Drain.  Transfer to slow cooker.  In spearate bowl, whisk together mushroom soup, onion and evaporated milk until smooth.  Pour over chops.  Cook on high for 3-4 hours or low for 6-8 hours.



Can add 1/2-1 cup sour cream for increased flavor during last 30 minutes of cooking time.",,,8,American,Recipe Box,Slow Cooker,
424,Kraut and Sausage,0,,12:10:00 AM,05:00:00 AM,Combine sauerkraut and brown sugar.  Place in slow cooker.  Add enough water to cover half of sausage.  Cover.  Cook on low for 5-6 hours or high for 3 hours.,,,4,American,Recipe Box,Slow Cooker,
425,Easy Teriyaki Chicken,0,,12:10:00 AM,06:00:00 AM,Place chicken in slow cooker.  Pour remaining ingredients over chicken.  Cover.  Cook on low for 6-8 hours or high for 4-6 hours.,,,5,American,Recipe Box,Slow Cooker,
426,Easy Barbecue Chicken,0,,12:10:00 AM,08:00:00 AM,Place water in bottom of slow cooker.  Add chicken.  Pour barbecue sauce over top.  Cover.  Cook on low 8 hours.,,,8,American,Recipe Box,Slow Cooker,
427,Cherry Delight,0,,12:10:00 AM,12:04:00 AM,Place pie filling in greased slow cooker.  Combine dry cake mix and butter (mixture will be crumbly).  Sprinkle over filling.  Cover and cook on low for 4 hours or high for 2 hours.  Allow to cool.  Serve in bowls with ice cream.,,,10,American,Recipe Box,Slow Cooker,
428,Spiced Cider,0,,12:20:00 AM,03:00:00 AM,Place cloves in cheese cloth bag or tea ball.  Combine all ingredients in slow cooker.  Cover.  Cook on low 3-4 hours.  Serve hot.,12,cups,12,American,Recipe Box,Slow Cooker,
429,Baked Chicken Nuggets,0,,12:20:00 AM,12:20:00 AM,"Combine first 5 ingredients in a plastic bag, shake well.  Cut chiken into 1"" pieces.  Dip chicken pieces in butter and shake a few at a time in bread crumb mixture.  Place on a lightly greased baking sheet.  Bake at 400° for 20 minutes or until tender.",,,4,American,Recipe Box,Main Dish,
430,Tuna Noodle Casserole,0,,12:20:00 AM,12:20:00 AM,"Place half the noodles in a 2-quart buttered casserole dish.  In a saucepan, combine the tuna, soup and milk.  Heat just enough to mix well.  Pour half of the mixture over noodles.  Repeat layers.  Cover and bake at 300° for 20 minutes.",,,6,American,Recipe Box,Main Dish,
431,Smothered Chicken and Grean Bean Skillet,0,,12:20:00 AM,12:30:00 AM,"Heat large nonstick skillet on medium-high heat.  Add chiken.  Cover.  Cook for 5-7 minutes on each side or until done (165°).  Remove from skillet.  Add beans, soup, 1/2 cup water and thyme to skillet.  Cover.  Cook for 6 minutes, stirring often.  Return chicken to skillet.  Cook 1 minute or until hot.  Top with cheese.",,,4,American,Recipe Box,Main Dish,
432,Cheesy Chicken and Rice,0,,12:20:00 AM,01:00:00 AM,"Stir soup, water, rice, onion powder, pepper and veggies in an 11""x8"" (2 quart) shallow baking dish.  Top with chicken.  Season chicken as desired.  Cover.  Bake at 375° for 50 minutes or until chicken and rice are done.  Top with cheese.  Let casserole stand.  Stir rice before serving.",,,4,American,Recipe Box,Main Dish,
433,Tuna Melts,5,,12:15:00 AM,12:10:00 AM,Assemble tuna melts.  Wrap in foil.  Bake on cookie sheet at 350° for 7 minutes or until cheese is melted.,,,2,American,Recipe Box,Main Dish,
434,Almond Chicken Dijon,0,,12:10:00 AM,12:20:00 AM,"Preheat oven to 375°.  Place chicken in lightly greased 13""x9""x2"" baking dish.  Set aside.  Mix mayo and mustard until well blended.  Spread top side of each chicken breast with 1 Tbs. of mixture.  Sprinkle evenly with almonds.  Bake for 20-25 minutes or until chicken is cooked through (165°).",,,4,American,Recipe Box,Main Dish,
435,Cheesy Broccoli Rice and Turkey,0,,12:20:00 AM,12:20:00 AM,"Combine broth, turkey and broccoli in large skillet.  Bring to a boil.  Reduce heat to low.  Cover and simmer for 5 minutes.  Add rice and velveeta.  Cover.  Remove from heat.  Let stand for 5 minutes or until rice is tender and cheese is melted.  Stir.",,,4,American,Recipe Box,Main Dish,
436,Parmesan Chicken with Cream Sauce,0,,12:20:00 AM,12:20:00 AM,"Cook rice as directed using 1-1/4 cup of broth and 1/2 cup water.  Meanwhile, mix cracker curmbs and parmesan cheese on plate.  Rinse chicken with cold water.  Shake off excess water.  Dip chicken in mixture to coat.  Heat oil in large skillet on medium heat.  Add chicken.  Cook 5-6 minutes on each side or until chicken is golden brown and cooked through (165°).  Place chicken on serving plate.  Set aside and keep warm.  Add remaining broth and cream cheese to same skillet.  Cook on medium heat until mixture comes to a boil; stirring constantly.  Simmer 3 minutes or until sauce thickens.  Spoon over chicken and serve with rice and asparagus.",,,4,American,Recipe Box,Main Dish,
437,Cheesy Chicken,0,,12:20:00 AM,12:20:00 AM,"Heat oil in large skillet on medium-high heat.  Add chicken.  Cook 7 minutes, turning 1/2 way through.  Add broccoli, stirr.  Stir in soup and velveeta until well-blended.  Reduce heat to medium.  Simmer for 7 minutes or until chicken is cooked through.  Serve on rice.",,,4,American,Recipe Box,Main Dish,
438,Easy Chicken Bake,0,,12:20:00 AM,12:30:00 AM,"Preheat oven to 400°.  Prepare stuffing as directed.  Set aside.  Mix chicken, soup, sour cream and vegetables in 13""x9""x2"" baking dish.  Top with stuffing.  Bake for 30 minutes or until chicken is cooked through.",,,6,American,Recipe Box,Main Dish,
439,Cheesy Ham and Rice Bake,0,,12:20:00 AM,12:20:00 AM,"Preheat oven to 425°.  Mix rice, soup, milk, dressing, ham and peas in 2-quart baking dish; cover with foil.  Bake for 20 minutes.  Uncover and sprinkle with cheese.  Bake, uncovered, for 10 minutes or until rice is tender and cheese is melted.  Stand 5 minutes.",,,4,American,Recipe Box,Main Dish,
440,Pumpkin Cupcakes,0,,12:20:00 AM,12:20:00 AM,"Blend cake mix, pumpkin, eggs, oil and watter in a large mixer bowl until moistened.  Beat on medium speed for 2 minutes.  Pour batter into 24 muffin cups.  Bake at 350° for 16-21 minutes or until a toothpick comes out clean.  Cool in pans for 10 minutes.  Remove to a wire rack to cool completely.  Spread cupcakes with frosting.",24,cupcakes,,American,Recipe Box,Dessert,
441,Chocolate Peanut Butter Cupcakes,0,,12:20:00 AM,12:30:00 AM,"Preheat oven to 350°.  Prepare cake mix and bake in 24 muffin cups as directed on package.  Cool for 30 minutes only (to be filled, cupcakes must be warm).  Pour milk into medium bowl.  Add dry pudding mix.  Beat with wire whisk for 2 minutes or until well blended.  Add peanut butter.  Beat well.  Spoon into small strong plastic bag.  Seal bag.  Snip off corner.  Pipe about 1 Tbs. of filling.  Microwave cool whip and chocolate in small bowl on high for 1-1/2 minutes or until chocolate is melted, stirring after 1 minute.  Dip the top of each cupcake into glaze.  Sprinkle with peanuts.  Store in fridge.",2,dozen,,American,Recipe Box,Dessert,
442,Applesauce Snack Cakes,0,,12:20:00 AM,12:20:00 AM,"Cream butter, gradually add sugar, beating well at medium speed of an electric mixer.  Add eggs, one at a time, beating well after each addition.  Stir soda and vanilla into applesauce.  Combine flour and spices.  Add to creamed mixture alternately with applesauce mixture, mixing after each addition.  Cover batter and store in refrigerator up to 2 weeks.



To bake:

Spoon into muffin pans.  Bake at 400° for 17-19 minutes or until a toothpick comes out clean.  Cool on wire racks.",2,dozen,,American,Recipe Box,Dessert,
443,Cheddar Muffins,0,,12:20:00 AM,12:20:00 AM,"Combine first 5 ingredients in a large bowl.  Make a well in center of mixture.  Combine egg, milk and butter.  Add to dry ingredients, stirring until moistened.  Spoon into greased muffin pans.  Bake at 425° for 20 minutes.  Remove from pans immediately.",1,dozen,,American,Recipe Box,Breads,
444,Cranberry Delight Muffins,0,,12:20:00 AM,12:30:00 AM,Mix first 8 ingredients thoroughly and bake 30 minutes at 350° in well-greased muffin tins. Mix sauce ingredients together.  Bring to a boil and serve over muffins.,1,dozen,,American,Recipe Box,Breads,
445,Cinnamon Muffins,0,,12:20:00 AM,12:20:00 AM,"In a bowl, cream shortening and sugar.  Add egg; beat well.  Combine the flour, baking powder, salt and nutmeg; add to creamed mixture alternately with milk and mix well.  Fill greased muffin cups to 1/2 full.  Bake at 350° for 15-20 minutes or until a toothpick comes out clean.  In a shallow bowl, combine sugar and cinnamon.  Dip muffin tops in butter, then in cinnamon-sugar mixture.  Serve warm.",1,dozen,,American,Recipe Box,Breads,
446,All-Bran Muffins (original recipe),5,,12:20:00 AM,12:20:00 AM,"Stir together flour, sugar, baking powder and salt.  Set aside.  In a large bowl, combine cereal and milk.  Let stand for 2 minutes.  Add egg and oil.  Beat well.  Add flour mixture until combined.  Add pecans and cranberries.  Put into muffin cups.  Bake at 400° for 20 minutes or until a toothpick comes out clean.",2,dozen,,American,Recipe Box,Breads,
447,Creamed Corn,5,,12:20:00 AM,,Heat corn through.  Mix warm corn and other ingredients.  Cook slowly until thickened.  Add pepper.,,,4,American,Mom Sellars,Side Dish,
448,Spinach and Bacon Pasta,0,,12:20:00 AM,12:15:00 AM,"Cook noodles as directed.  Drain, reserving 1/2 cup of cooking water.  Meanwhile, heat dressing in a large skillet on medium heat.  Add chiken.  Cook and stir for 5-7 minutes or until cooked through.  Add tomatoes.  Cook 1 minute, stirring occasionally.  Stir in noodles and reserved 1/2 cup cooking water.  Remove from heat.  Add spinach, 1/2 cup of cheese and bacon.  Toss lightly to combine.  Sprinkle with remaining cheese.",,,8,American,Recipe Box,Side Dish,
449,Scalloped Potatoes,0,,12:20:00 AM,12:45:00 AM,"In a small saucepan, melt butter over medium heat.  Stir in flour until smooth.  Gradually add milk.  Bring to a boil.  Cook and stir for 2 minutes or until thickened.  Reduce heat.  Add cheese, salt, sauce and pepper.  Cook and stir until cheese is melted.  Place potatoes in greased 1-quart baking dish.  Top with sauce.  Cover and bake at 350° for 25 minutes.  Uncover.  Bake 20 minutes longer or until potatoes are tender.",,,2,American,Recipe Box,Side Dish,
450,Broccoli Salad,0,,12:20:00 AM,,"Mix dressing, sugar and vinegar in large bowl.  Add remaining ingredients.  Mix lightly.  Cover.  Refrigerate at least 1 hour before serving.",,,12,American,Recipe Box,Side Dish,01:00:00 AM
451,Corn Souffle,0,,12:20:00 AM,12:40:00 AM,"Preheat oven to 350°.  Microwave butter in medium bowl on high for 30 seconds or until melted.  Add cream cheese, continue microwaving 15 seconds or until cream cheese is softened.  Stir until well-blended.  Add both corns, mix and eggs.  Mix well.  Pour into greased 13""x9""x2"" baking pan.  Sprinkle with cheese.  Bake 40 minutes or until golden brown.  Cool slightly.",,,16,American,Recipe Box,Side Dish,
452,Dilled Macaroni Salad,0,,12:15:00 AM,,"Cook macaroni.  Drain.  Rinse with cold water.  Drain again.  Add onion, green pepper and carrot.  Toss well.  Combine mayo and remaining ingredients.  Gently stir mixture into macaroni.  Chill for at least 1 hour.",,,4,American,Recipe Box,Side Dish,01:00:00 AM
453,Broccoli-Potato Pancakes,0,,12:20:00 AM,12:20:00 AM,"In a bowl, combine broccoli and boiling water.  Let stand 5 minutes.  Drain thoroughly.  In another bowl, beat eggs.  Add onions, flour, salt and pepper.  Mix well.  Add broccoli.  Just before cooking, finely shred potato.  Add to broccoli mixture.  In a large skillet, heat about 1/4"" of oil over medium-high heat.  Pour batter by 1/2 cupfuls into skillet.  Fry over medium heat for 3-4 minutes on each side or until lightly browned.",,,2,American,Recipe Box,Side Dish,
454,Macaroni and Cheese,0,,12:20:00 AM,12:30:00 AM,"In a medium bowl, combine macaroni, cheese, milk, egg and salt.  Mix well.  Pour into a greased 1-quart shallow baking dish.  Dot with butter.  Bake, uncovered at 350° for 30-35 minutes or until a knife in center comes out clean.",,,2,American,Recipe Box,Side Dish,
455,Jello Pastel Cookies,0,,12:20:00 AM,12:10:00 AM,"Preheat oven to 400°.  Mix flour and baking powder.  Set aside.  Beat butter in large bowl with mixer on medium speed until creamy.  Gradually add sugar and 1 pkg of dry gelatin, beating until light and fluffy.  Add egg and vanilla.  Mix well.  Gradually add flour mixture, beating until well blended after each addition.  Shape dough into 1"" balls.  Place cookies 2"" apart on ungreased baking sheets.  Flatten with bottom of clean glass.  Sprinkle lightly with remaining dry gelatin.  Bake 8-10 minutes or until edges are lightly browned.  Remove from baking sheets to wire racks.  Cool completely.",5,dozen,,American,Recipe Box,Dessert,
456,Sour Cream Cutouts,0,,12:20:00 AM,12:10:00 AM,"Cream butter and sugar.  Beat in eggs.  Add sour cream and vanilla; mix well.  Combine flour, baking powder and soda; add to creamed mixture and mix well.  Chill dough at least 2 hours or overnight.  Roll on a heavily floured board to 1/4"" thickness.  Cut with a 3"" cutter.  Place on lightly greased cookie sheets.  Bake at 350° for 10-12 minutes.  Cool.



Frosting:

1/3 cup butter, softened

2 cups powdered sugar

2-3 Tbs milk

1-1/2 tsp vanilla

1/4 tsp. salt



Mix until smooth",3,dozen,,American,Recipe Box,Dessert,02:00:00 AM
457,Cinnamon Sugar Cookies,0,,12:20:00 AM,12:20:00 AM,"Cream butter.  Gradually add 1 cup sugar, beating well.  Add eggs and lemon rind, beating well.  Combine flour, baking powder, soda and salt.  Stir into creamed mixture.  Chill 2 hours.  Combine 1/4 cup sugar and cinnamon.  Roll dough into 1"" balls.  Roll in mixutre.  Place on lightly greased cookie sheets.  Bake at 375° for 8-10 minutes or until lightly browned.  Cool on wire racks.",3,dozen,,American,Recipe Box,Dessert,02:00:00 AM
458,Drop Sugar Cookies,0,,12:20:00 AM,12:10:00 AM,"Sift flour, baking powder and salt into a medium bowl and mix well.  Whisk eggs in a large bowl until blended.  Add sugar, oil, vanilla and lemon zest and mix well.  Stir the dry ingredients into egg mixture until blended.  Chill, covered, for 30 minutes or longer.  Preheat oven to 400°.  Drop the cookie dough by rounded teaspoonfuls 2"" apart on an ungreased baking sheet.  Mist the bottom of a 3"" flat bottom glass with water and dip glass in additional sugar.  Press the top of each cookie lightly with the glass to flatten.  Mist and sugar coat each time.  Bake until light brown (about 8 minutes).  Cool on baking sheet for 2 minutes then remove to wire racks.",4,dozen,,American,Recipe Box,Dessert,
459,Chocolate Chip Cookies,5,,12:20:00 AM,12:10:00 AM,"Preheat oven to 375°.  Combine flour, bakind soda and salt in small bowl.  Beat butter, sugar, brown sugar and vanilla in large mixer bowl until creamy.  Add eggs, one at a time, beating well after each addition.  Beat in flour mixture.  Stir in chocolate chips.  Drop by rounded Tablespoonfuls onto ungreased baking sheets.  Bake for 9-11 minutes.",60,cookies,,American,Nestle,Dessert,
460,Tea Cookies,0,,12:20:00 AM,12:20:00 AM,"In a mixing bowl, cream butter and sugar.  Beat in egg and vanilla.  Gradually add flour.  Roll dough into 1"" balls.  Place 2"" apart on ungreased baking sheets; flatten slightly with fingers.  Bake at 325° for 17-20 minutes or until edges are golden brown.  Cool for 2 minutes before removing to wire racks to cool completely.  Dust with confectioners' sugar.





***To substitute self-rising flour (for 1 cup); place 1-1/2 tsp. baking powder and 1/2 tsp. salt in a 1-cup measuring cup.  Add flour to measure 1 cup.  For 1/2 cup: 3/4 tsp. baking powder and 1/4 tsp. salt.",4,dozen,,American,Recipe Box,Dessert,
461,Snow Balls,0,,12:20:00 AM,12:10:00 AM,"Heat oven to 400°.  Mix butter, sugar and vanilla.  Work in flour, salt until dough holds together.  Shape into 1"" balls.  Place on ungreased cookie sheet.  Bake 10-12 minutes until set.   While still warm, roll in powdered sugar.",,,,American,Recipe Box,Dessert,
462,Lemon Cookies,0,,12:10:00 AM,,"Mix together, chill, roll into balls, roll in powdered sugar.  Bake at 350°.  Watch closely and take out before they look done.",,,,American,Recipe Box,Dessert,
463,Banana Sour Cream Cake,0,,12:20:00 AM,12:35:00 AM,"Heat oven to 350°.  Beat cake mix, eggs, bananas, sour cream and oil with mixer on low til moistened.  Beat on medium for 2 minutes.  Pour into greased and floured 13""x9""x2"" baking pan.  Bake for 35 minutes or until a toothpick comes out clean.  Cool completely in pan on a wire rack.  Beat cream cheese and butter with mixer on medium speed until blended.  Gradually add sugar, beating well as you add.  Remove cake from pan.  Cut cake crosswise in half.  Place 1 cake half, top-side down on a plate.  Spread top with frosting.  Top with remaining half top-side up.  Frost top and sides.  Press nuts into sides.  Refrigerate leftovers.",,,16,American,Recipe Box,Dessert,
464,Pumpkin Spice Frosted Snack Cake,0,,12:20:00 AM,12:35:00 AM,"Preheat oven to 350°.  Grease 13""x9""x2"" pan.  Beat cake mix, pumpkin, dressing and eggs in a large bowl with electric mixer on medium speed until blended.  Pour into pan.  Bake 32-35 minutes or until a toothpick comes out clean.  Cool completely in pan on a wire rack.  Beat cream cheese, butter, milk and vanilla in large bowl with electric mixer on medium speed until well-blended.  Gradually add sugar, beating after each addition until well blended.  Spread over cooled cake.  Cut into pieces to serve.  Store leftovers in fridge.",,,24,American,Recipe Box,Dessert,
465,Warm Lemon Cake,0,,12:20:00 AM,01:00:00 AM,"Preheat oven to 350°.  Prepare cake batter as directed on package.  Pour into greased 13""x9""x2"" baking dish.  Set aside.  Pour milk and water into large bowl.  Add pudding mixes and sugar.  Beat with wire whisk for 2 minutes or until welll blended.  Pour over batter.  Place baking dish on baking sheet.  Bake 55 minutes to 1 hour or until a toothpick comes out clean.  Cool for 20 minutes.  Sprinkle with powdered sugar.  Spoon into serving dishes warm.  Store leftovers in fridge.",,,16,American,Recipe Box,Dessert,
466,Lemon Cake Roll,0,,12:20:00 AM,12:15:00 AM,"In a mixing bowl, beat eggs and sugar until thickened and smooth.  Add water.  Combine flour, baking powder and salt; stir into egg mixture just until moistened.  Line a greased 15""x10""x1"" baking pan with waxed paper; grease the paper.  Spread batter evenly in pan.  Bake at 375° for 12-14 minutes or until cake springs back when lightly touched in center.  Cool cake in pan on a wire rack for 5 minutes.  Turn cake out onto a kitchen towl.  Gently peel off the waxed paper.  Beginning with short side, roll up cake, jelly-roll style.  Cool completely on a wire rack.  For filling, in a saucepan, combine sugar, flour, egg, water and lemon juice.  Cook and stir over medium heat until mixture comes to a boil.  Cook and stir for 1 minute longer until thickened.  Remove from the heat; cool to room temperature.  Unroll cake; spread cooled filling to within 1"" of edges.  Roll up again.  Cover and chill for 1-2 hours before serving.  Store in the refrigerator.",,,10,American,Recipe Box,Dessert,01:00:00 AM
467,Tropical Cake,0,,12:20:00 AM,12:20:00 AM,"Preheat oven to 350°.  Drain pineapple, reserving 1 cup of juice.  Set pineapple aside.  Prepare cake batter as directed on package substituting 1 cup reserved juice for 1 cup of water.  Pour batter into greased 15""x10""x1"" baking pan.  Bake 15-18 minutes or until a toothpick comes out clean.  Cool completely in pan on wire rack.  Add milk to pudding mix.  Beat with wire whisk 2 minutes or until well-blended.  Stir in pineapple.  Spread over cake, cover with cool whip.  Sprinkle with coconut and pecans.  Store in fridge.",,,24,American,Recipe Box,Dessert,
468,Triple Chocolate Bliss Cake,0,,12:20:00 AM,01:00:00 AM,"Preheat oven to 350°.  Lightly grease 12-cup fluted tube pan or 10"" tube pan.  Beat all ingredients except cool whip, chocolate and raspberries in large bowl with electric mixer on low just until moistened.  Beat on medium for 2 minutes scraping bowl.  Pour into pan.  Bake 50 minutes to 1 hour or until a toothpick comes out clean.  Cool 10 minutes.  Loosen from side of pan with knife and gently remove cake.  Cool completely on wire rack.  Place on serving plate.  Reserve 2 Tbs. Cool Whip.  Microwave remaining cool whip and chocolate on high 1-1/2 to 2 minutes to melt.  Stir each minute.  Drizzle over cake.  Create stares with cool whip.  Spoon raspberries into center of cake.",,,18,American,Recipe Box,Dessert,
